Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Renault,13321.33,crossover,0,1.5,Diesel,yes,2016
BMW,115800.0,crossover,4,3.0,Diesel,yes,2016
Mercedes-Benz,27300.0,crossover,185,3.0,Diesel,yes,2008
Toyota,64000.0,crossover,128,4.5,Diesel,yes,2013
BMW,129222.0,sedan,2,5.0,Petrol,yes,2016
Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007
BMW,47500.0,sedan,0,2.0,Diesel,yes,2016
BMW,12800.0,sedan,140,2.2,Petrol,yes,2005
Mercedes-Benz,3900.0,sedan,375,2.0,Petrol,yes,1990
Volkswagen,12650.0,hatch,11,1.0,Petrol,yes,2014
Volkswagen,5600.0,vagon,235,1.4,Petrol,yes,2000
Mercedes-Benz,19600.0,vagon,127,1.8,Diesel,yes,2013
Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015
Volkswagen,10900.0,sedan,273,2.0,Petrol,yes,2006
Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008
Mitsubishi,9950.0,crossover,275,3.5,Gas,yes,2000
Mercedes-Benz,23800.0,sedan,195,2.2,Diesel,yes,2010
Renault,8750.0,vagon,46,1.6,Petrol,yes,2012
Toyota,19900.0,sedan,28,1.6,Petrol,yes,2014
Audi,6000.0,sedan,226,1.8,Petrol,yes,1995
Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010
BMW,8999.0,sedan,221,4.5,Petrol,yes,2002
Volkswagen,8700.0,van,244,2.5,Diesel,yes,2001
Toyota,19800.0,crossover,44,2.0,Petrol,yes,2013
Volkswagen,9000.0,sedan,51,1.6,Petrol,yes,2013
Volkswagen,21000.0,vagon,58,2.0,Diesel,yes,2013
Audi,2100.0,vagon,275,2.5,Diesel,no,1998
Mercedes-Benz,5000.0,van,400,2.3,Diesel,yes,1998
Toyota,9500.0,other,90,1.6,Other,yes,2008
Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013
Toyota,9800.0,hatch,98,1.6,Gas,yes,2008
Audi,10399.0,sedan,293,1.8,Gas,yes,2004
Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014
Audi,14500.0,hatch,60,1.2,Petrol,yes,2011
Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015
BMW,3300.0,sedan,250,3.0,Diesel,no,2000
Volkswagen,34899.14,vagon,0,2.0,Petrol,yes,2016
Mercedes-Benz,4500.0,van,180,2.3,Diesel,yes,1998
Volkswagen,1800.0,vagon,280,1.9,Diesel,yes,1996
Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007
Volkswagen,8800.0,van,240,1.9,Diesel,yes,2003
Audi,22000.0,crossover,152,4.2,Petrol,yes,2007
Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013
Volkswagen,2600.0,sedan,330,1.9,Petrol,no,1999
Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014
Renault,8000.0,van,207,1.9,Diesel,yes,2003
Audi,52055.25,crossover,0,2.0,Diesel,yes,2016
Audi,5300.0,other,182,2.5,Diesel,no,2002
Renault,1800.0,van,123,1.9,Diesel,yes,2004
Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005
Mercedes-Benz,99999.0,crossover,30,5.0,Petrol,yes,2013
Toyota,23000.0,crossover,233,4.0,Gas,yes,2006
Audi,11900.0,sedan,131,2.0,Petrol,yes,2007
Mercedes-Benz,6999.0,sedan,200,2.6,Gas,yes,2001
Toyota,9999.0,sedan,345,3.0,Gas,yes,2005
Audi,8999.0,vagon,200,2.7,Petrol,yes,2003
Renault,10800.0,other,206,2.0,Diesel,yes,2008
Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010
Mitsubishi,2300.0,sedan,420,1.8,Petrol,yes,1991
Audi,2000.0,vagon,310,2.5,Other,no,1998
Volkswagen,28900.0,crossover,1,2.0,Petrol,yes,2016
Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999
Renault,20996.24,crossover,0,1.5,Diesel,yes,2016
Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008
Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008
Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006
BMW,5000.0,sedan,270,3.0,Diesel,yes,2000
BMW,14900.0,vagon,221,2.0,Diesel,yes,2008
Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998
Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004
Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012
BMW,77500.0,crossover,1,3.0,Petrol,yes,2016
Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004
Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000
Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011
Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011
Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008
Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013
BMW,6500.0,sedan,311,2.0,Gas,yes,1998
Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004
Renault,5400.0,vagon,181,1.5,Diesel,no,2010
Toyota,16800.0,crossover,238,4.0,Gas,yes,2004
Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012
Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007
BMW,16999.0,other,90,2.5,Petrol,yes,2008
Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011
Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000
Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004
BMW,8999.0,sedan,250,1.9,Petrol,yes,2001
Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013
BMW,24100.0,vagon,112,3.0,Petrol,yes,2011
BMW,66500.0,crossover,1,2.0,Diesel,yes,2016
BMW,24500.0,crossover,195,4.8,Petrol,yes,2007
Toyota,23499.0,crossover,174,4.0,Gas,yes,2008
Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016
BMW,8500.0,sedan,245,2.2,Petrol,yes,2002
Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012
Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005
Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991
Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011
Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016
Renault,7750.0,van,70,1.5,Diesel,yes,2014
Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010
Renault,3100.0,vagon,150,1.9,Diesel,no,2003
BMW,1900.0,sedan,200,1.8,Gas,no,1994
BMW,14300.0,sedan,217,3.0,Diesel,yes,2005
Renault,4300.0,van,1,1.5,Diesel,yes,2003
Audi,17000.0,crossover,127,3.0,Diesel,no,2013
Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009
Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016
Audi,3100.0,hatch,114,1.6,Petrol,no,2001
Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007
Toyota,13900.0,sedan,102,3.5,Gas,yes,2008
Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014
Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010
Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015
Audi,21000.0,sedan,210,4.2,Petrol,yes,2009
Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001
Audi,1950.0,vagon,300,1.8,Petrol,no,1999
Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007
Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001
Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002
Audi,4200.0,sedan,236,2.5,Diesel,no,2003
Audi,2100.0,vagon,230,1.9,Diesel,no,2000
BMW,32500.0,vagon,162,3.0,Diesel,yes,2012
Audi,15500.0,vagon,180,2.0,Diesel,yes,2007
Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003
Audi,3000.0,sedan,265,1.8,Petrol,yes,1988
BMW,4550.0,sedan,200,2.8,Petrol,no,1997
BMW,18777.0,sedan,134,4.4,Petrol,yes,2005
Audi,19700.0,crossover,172,3.6,Petrol,yes,2007
Renault,10950.0,vagon,180,1.5,Diesel,yes,2011
Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010
Renault,6700.0,hatch,96,1.4,Petrol,yes,2010
BMW,23500.0,crossover,74,2.0,Petrol,yes,2010
Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010
Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014
Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999
Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004
Toyota,52500.0,crossover,43,3.0,Other,yes,2014
Audi,31500.0,sedan,80,2.0,Petrol,yes,2013
Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011
BMW,21000.0,other,130,2.5,Petrol,yes,2006
Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997
Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001
Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988
BMW,2850.0,sedan,386,5.0,Gas,yes,1988
Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012
Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010
Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016
Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013
BMW,42900.0,sedan,2,2.0,Petrol,yes,2016
BMW,18400.0,crossover,256,3.0,Diesel,yes,2006
BMW,12900.0,sedan,121,2.0,Petrol,yes,2007
Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008
BMW,46000.0,sedan,5,2.0,Petrol,yes,2016
BMW,6500.0,vagon,377,2.0,Gas,yes,1998
Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013
Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007
Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015
Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003
Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007
Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992
Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013
Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014
Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012
Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013
Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012
BMW,19500.0,sedan,190,6.0,Petrol,yes,2004
Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004
Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012
Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000
BMW,8900.0,sedan,250,2.5,Diesel,yes,2001
Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004
BMW,4500.0,sedan,300,3.0,Diesel,yes,2000
Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988
BMW,4300.0,sedan,240,2.5,Diesel,no,2002
Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014
Renault,10000.0,other,214,2.5,Diesel,yes,2008
Audi,56000.0,crossover,44,3.0,Diesel,yes,2014
BMW,21700.0,sedan,259,3.0,Diesel,yes,2007
BMW,89999.0,crossover,17,4.4,Petrol,yes,2015
Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010
Audi,21700.0,sedan,167,3.0,Petrol,yes,2009
Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009
Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009
Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013
Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006
Renault,7800.0,vagon,120,1.5,Diesel,yes,2008
Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006
Audi,13500.0,sedan,196,2.4,Petrol,yes,2005
Audi,23333.0,other,150,4.2,Petrol,yes,2007
Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008
Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005
Toyota,8200.0,crossover,212,2.0,Gas,yes,2003
Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998
Audi,49500.0,crossover,44,3.0,Diesel,yes,2013
Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013
Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008
Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007
Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004
BMW,33500.0,sedan,1,1.5,Petrol,yes,2015
Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016
Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995
Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012
BMW,67500.0,crossover,1,2.0,Diesel,yes,2016
BMW,52000.0,crossover,7,2.0,Diesel,yes,2015
Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009
Audi,88888.0,crossover,0,3.0,Diesel,yes,2015
Renault,7450.0,other,208,1.9,Other,yes,2004
Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010
BMW,14200.0,sedan,263,3.0,Petrol,yes,2004
Renault,6300.0,vagon,202,1.5,Diesel,yes,2005
Renault,4350.0,van,188,1.5,Diesel,yes,2004
Renault,11100.0,vagon,155,1.5,Diesel,yes,2012
Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995
Renault,3300.0,van,256,1.5,Diesel,yes,2005
Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000
Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997
Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005
Renault,12850.0,other,226,2.3,Diesel,yes,2012
Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014
Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012
Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002
Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003
Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011
Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013
Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010
Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012
Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005
Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006
Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016
Renault,4700.0,hatch,124,1.5,Diesel,yes,2003
Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002
Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016
Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002
BMW,36300.0,crossover,83,3.5,Petrol,yes,2010
Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011
Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001
Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011
BMW,31000.0,sedan,100,2.0,Petrol,yes,2012
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015
BMW,13500.0,sedan,233,3.0,Diesel,yes,2003
Renault,4900.0,van,150,2.0,Diesel,yes,2007
Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002
Renault,10900.0,vagon,175,1.5,Diesel,yes,2012
BMW,2200.0,sedan,303,2.5,Diesel,no,1999
BMW,7200.0,sedan,270,3.0,Diesel,no,2004
Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008
BMW,5900.0,sedan,10,2.8,Petrol,yes,1989
Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001
Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996
Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011
Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997
Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996
Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013
Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008
Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007
Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013
Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011
Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004
Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006
Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016
Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009
Audi,3900.0,sedan,247,2.5,Diesel,no,2003
Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016
BMW,6500.0,sedan,298,2.5,Petrol,yes,1998
Volkswagen,4999.0,hatch,300,1.9,Diesel,yes,1999
Renault,9100.0,vagon,176,1.5,Diesel,yes,2011
Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003
Volkswagen,7200.0,hatch,159,1.6,Petrol,yes,2007
Mercedes-Benz,10900.0,van,191,2.2,Diesel,yes,2007
Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011
Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009
Mercedes-Benz,9999.0,van,154,2.2,Diesel,yes,2007
Renault,4400.0,other,220,1.5,Diesel,yes,2004
Mitsubishi,4000.0,hatch,367,1.6,Gas,yes,1997
Audi,29999.0,other,90,3.0,Petrol,yes,2011
Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012
Mitsubishi,5500.0,crossover,30,2.5,Diesel,yes,2014
BMW,39333.0,sedan,6,2.0,Petrol,yes,2016
Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006
Toyota,20900.0,sedan,18,2.5,Other,yes,2013
BMW,15000.0,sedan,137,2.2,Petrol,yes,2004
Volkswagen,1850.0,other,200,1.6,Petrol,no,1999
Renault,6900.0,hatch,47,1.4,Petrol,yes,2012
Volkswagen,11990.0,sedan,245,2.0,Diesel,yes,2007
Mercedes-Benz,41000.0,van,55,3.0,Diesel,yes,2011
BMW,42000.0,sedan,5,2.0,Petrol,yes,2016
Renault,7700.0,van,128,1.5,Diesel,yes,2012
Volkswagen,7750.0,van,265,1.9,Diesel,yes,2002
Toyota,10100.0,other,83,1.6,Other,yes,2008
Renault,7500.0,van,128,1.5,Diesel,yes,2009
BMW,2700.0,sedan,220,2.5,Petrol,no,2002
Mercedes-Benz,74900.0,other,32,6.3,Petrol,yes,2007
Renault,800.0,van,200,1.9,Diesel,no,1997
Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008
Audi,29000.0,vagon,213,3.0,Diesel,yes,2010
BMW,17100.0,crossover,188,3.0,Diesel,yes,2004
Mercedes-Benz,1600.0,sedan,338,3.0,Diesel,no,1991
Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001
BMW,6699.0,sedan,299,2.2,Petrol,yes,2001
BMW,3900.0,vagon,240,3.0,Diesel,no,2001
Volkswagen,6500.0,sedan,212,1.6,Petrol,yes,2003
BMW,51500.0,hatch,77,3.0,Petrol,yes,2012
Renault,6500.0,vagon,186,1.5,Diesel,yes,2004
BMW,10800.0,other,191,2.2,Petrol,yes,2002
Audi,2450.0,vagon,240,2.5,Diesel,no,2000
Toyota,28800.0,crossover,29,2.2,Diesel,yes,2015
Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004
Volkswagen,12700.0,van,75,1.2,Petrol,yes,2012
Toyota,7900.0,hatch,56,1.0,Gas,yes,2011
BMW,18000.0,sedan,180,2.0,Other,no,2011
BMW,8899.0,sedan,170,2.2,Petrol,yes,2001
Mercedes-Benz,57000.0,other,0,1.6,Petrol,yes,2016
Audi,10900.0,sedan,199,3.0,Petrol,yes,2004
Toyota,42500.0,crossover,50,3.0,Diesel,yes,2012
BMW,51900.0,crossover,106,3.0,Diesel,yes,2012
Renault,3300.0,van,345,1.9,Diesel,yes,2001
Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006
Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002
Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003
Audi,11500.0,sedan,85,1.8,Petrol,yes,2007
Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016
Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012
Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001
Renault,7150.0,van,142,1.5,Diesel,yes,2012
Toyota,5000.0,crossover,289,2.0,Diesel,no,2003
Mercedes-Benz,7700.0,sedan,390,3.0,Diesel,no,2007
Mercedes-Benz,28500.0,crossover,190,3.2,Diesel,yes,2008
Toyota,61000.0,crossover,100,4.5,Diesel,yes,2013
Toyota,14700.0,vagon,98,2.0,Gas,yes,2008
Volkswagen,21900.0,sedan,107,3.0,Diesel,yes,2009
Audi,53700.0,crossover,67,3.0,Petrol,yes,2013
Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008
Audi,18700.0,sedan,136,2.0,Diesel,yes,2009
Audi,9600.0,vagon,230,2.5,Diesel,yes,2004
Volkswagen,10500.0,van,312,2.5,Diesel,yes,1998
BMW,77777.0,sedan,8,4.4,Petrol,yes,2014
Volkswagen,18200.0,crossover,179,2.5,Diesel,yes,2007
Audi,52000.0,other,124,3.0,Diesel,yes,2012
BMW,13700.0,sedan,122,2.0,Petrol,yes,2007
BMW,15000.0,vagon,245,3.0,Gas,yes,2006
Mitsubishi,6400.0,sedan,127,1.6,Petrol,yes,2006
Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011
Toyota,23700.0,sedan,100,2.5,Gas,yes,2014
Volkswagen,13950.0,hatch,104,1.2,Petrol,yes,2012
Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008
Audi,89999.0,crossover,0,3.0,Diesel,yes,2015
BMW,21700.0,crossover,125,3.0,Petrol,yes,2007
Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993
BMW,15000.0,crossover,85,4.8,Petrol,no,2010
Mercedes-Benz,61500.0,crossover,16,3.0,Diesel,yes,2013
BMW,1700.0,sedan,200,2.0,Diesel,no,2003
BMW,8500.0,sedan,352,2.17,Petrol,yes,2001
Toyota,9999.0,sedan,250,2.4,Petrol,yes,2003
Audi,3300.0,vagon,300,2.5,Diesel,no,1999
Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012
Renault,11300.0,vagon,160,1.5,Diesel,yes,2011
Toyota,14900.0,sedan,149,3.5,Gas,yes,2008
Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009
Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010
BMW,72900.0,crossover,16,3.0,Diesel,yes,2015
Renault,10500.0,vagon,185,1.5,Diesel,yes,2011
Renault,13900.0,vagon,89,1.5,Diesel,yes,2013
Renault,6800.0,van,131,1.5,Diesel,yes,2013
Mercedes-Benz,8500.0,van,270,2.2,Diesel,yes,2004
Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009
Toyota,30950.0,other,45,4.6,Petrol,yes,2013
Audi,3990.0,sedan,413,2.6,Gas,yes,1993
Audi,68500.0,sedan,44,6.3,Petrol,yes,2012
Audi,33500.0,sedan,42,2.0,Petrol,yes,2013
BMW,11500.0,sedan,193,4.4,Petrol,yes,2000
Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007
Audi,1850.0,sedan,250,2.5,Diesel,no,1999
Mercedes-Benz,29500.0,crossover,55,2.2,Diesel,no,2013
Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012
Audi,30900.0,hatch,195,3.0,Diesel,yes,2010
Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000
Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013
Mitsubishi,2500.0,crossover,1,2.5,Diesel,yes,2007
Renault,8350.0,other,141,1.5,Other,yes,2012
BMW,11400.0,sedan,206,3.0,Petrol,yes,2003
Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000
Mercedes-Benz,7450.0,sedan,219,2.0,Petrol,yes,2000
Audi,9499.0,sedan,255,2.5,Diesel,yes,2002
Toyota,14900.0,sedan,106,2.4,Petrol,yes,2008
Volkswagen,8200.0,van,265,2.5,Diesel,no,2007
Mercedes-Benz,12500.0,sedan,208,3.2,Diesel,yes,2004
Toyota,14500.0,sedan,127,2.4,Gas,yes,2008
BMW,41000.0,crossover,80,3.0,Petrol,yes,2012
Volkswagen,12000.0,sedan,73,1.6,Gas,yes,2011
Mercedes-Benz,5600.0,sedan,230,2.7,Diesel,no,2005
Mercedes-Benz,5200.0,other,220,3.2,Petrol,no,2004
Mitsubishi,9200.0,sedan,48,1.5,Petrol,yes,2008
Toyota,25999.0,other,108,4.0,Petrol,yes,2008
BMW,6300.0,sedan,241,2.8,Gas,yes,1995
Mercedes-Benz,116500.0,sedan,25,3.0,Diesel,yes,2015
BMW,15500.0,sedan,216,2.0,Diesel,yes,2008
Toyota,17500.0,crossover,168,4.0,Gas,yes,2004
Volkswagen,9999.0,sedan,182,1.6,Petrol,yes,2006
BMW,34600.0,crossover,163,5.0,Petrol,yes,2011
Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006
Renault,10900.0,van,138,2.0,Diesel,yes,2012
Volkswagen,7800.0,hatch,230,1.6,Petrol,yes,2004
Audi,3900.0,vagon,232,2.5,Diesel,no,2003
Toyota,15500.0,crossover,120,2.0,Petrol,yes,2008
Audi,48000.0,crossover,126,3.0,Diesel,yes,2013
Mercedes-Benz,12800.0,van,193,2.2,Other,yes,2011
Toyota,14900.0,crossover,288,4.7,Gas,yes,2000
Mercedes-Benz,1990.0,hatch,230,1.7,Other,no,2001
Mitsubishi,9800.0,sedan,148,2.0,Gas,yes,2008
Mercedes-Benz,8700.0,sedan,290,2.7,Diesel,yes,1999
Renault,3450.0,van,196,1.9,Diesel,yes,2001
Mercedes-Benz,22000.0,van,236,2.2,Diesel,yes,2012
Mercedes-Benz,6500.0,other,315,2.0,Petrol,yes,1996
Mitsubishi,12999.0,crossover,111,3.0,Gas,yes,2008
Volkswagen,21500.0,sedan,2,1.6,Diesel,yes,2016
BMW,2750.0,vagon,254,2.8,Gas,no,1997
Mitsubishi,23000.0,crossover,125,3.0,Gas,yes,2008
BMW,8200.0,sedan,368,3.0,Diesel,yes,2000
BMW,32900.0,crossover,90,3.0,Petrol,yes,2008
Toyota,22000.0,sedan,73,3.5,Petrol,yes,2010
Mitsubishi,2800.0,other,290,2.0,Petrol,yes,1990
Mercedes-Benz,12999.0,van,130,2.2,Diesel,yes,2012
Toyota,32000.0,sedan,22,2.5,Petrol,yes,2015
Toyota,99999.0,crossover,0,4.5,Petrol,yes,2016
Renault,6950.0,van,310,2.5,Diesel,yes,2005
Renault,10500.0,hatch,148,1.5,Diesel,yes,2012
BMW,6899.0,vagon,320,2.8,Gas,yes,1997
Toyota,65000.0,other,60,4.5,Diesel,yes,2013
Mercedes-Benz,13900.0,other,272,2.2,Diesel,yes,2005
Renault,5800.0,van,217,2.0,Gas,yes,2003
BMW,28700.0,other,160,3.0,Petrol,yes,2011
BMW,16700.0,crossover,260,4.4,Petrol,yes,2003
Volkswagen,18500.0,sedan,217,3.0,Diesel,yes,2006
Renault,3999.0,other,227,1.4,Gas,yes,2005
Renault,8800.0,van,200,1.9,Diesel,yes,2005
Mercedes-Benz,14500.0,van,205,2.2,Diesel,yes,2012
BMW,8900.0,sedan,240,2.0,Diesel,yes,2001
